query_id,query,query_type,anchor,extracted_anchor,expected,answer_key,system,answer,factual_accuracy,hallucination_rate,locality_awareness,llm_judge_score,llm_judge_reason,context_chars,world_size
0,Strevon has declared war on a neighboring country. Which country may that be and why?,multi_hop,Strevon,Strevon,Korith,"The most likely target would be Korith. Strevon has a hostile relationship with Korith, making military escalation the expected outcome.",baseline,Not found in context. The provided context does not mention any declaration of war by Strevon.,0,0.0,1.0,1.0,The question does not provide sufficient information to determine the target country or the reason for the potential conflict.,2345,large
0,Strevon has declared war on a neighboring country. Which country may that be and why?,multi_hop,Strevon,Strevon,Korith,"The most likely target would be Korith. Strevon has a hostile relationship with Korith, making military escalation the expected outcome.",hgrag,"Strevon may have declared war on Korith, as they are listed as hostile neighbors in the context provided.",2,0.0,1.0,5.0,The AI correctly identified the country (Korith) involved in the scenario based on the provided information.,1832,large
1,What is the population of Cresthaven?,local_fact,Cresthaven,Cresthaven,277k,,baseline,Not found in context.,0,0.0,1.0,,,2103,large
1,What is the population of Cresthaven?,local_fact,Cresthaven,Cresthaven,277k,,hgrag,The population of Cresthaven is 277k.,2,0.0,1.0,,,1111,large
2,What country is Onyxford located in?,hierarchical,Onyxford,Onyxford,Kalden,,baseline,Not found in context.,0,0.0,1.0,,,2396,large
2,What country is Onyxford located in?,hierarchical,Onyxford,Onyxford,Kalden,,hgrag,Onyxford is located in Kalden.,2,0.0,1.0,,,1217,large
3,What planet is Yorkvale on?,hierarchical,Yorkvale,Yorkvale,Dravos,,baseline,Not found in context.,0,0.0,1.0,,,2126,large
3,What planet is Yorkvale on?,hierarchical,Yorkvale,Yorkvale,Dravos,,hgrag,"Yorkvale is located in Bennis, which is a country on Dravos.",2,0.0,1.0,,,1435,large
4,Which cities does Xenmark have trade relations with?,neighborhood,Xenmark,Xenmark,"Fernfell, Moorcove",,baseline,Not found in context.,0,0.0,1.0,,,2589,large
4,Which cities does Xenmark have trade relations with?,neighborhood,Xenmark,Xenmark,"Fernfell, Moorcove",,hgrag,Xenmark trades with Fernfell and Moorcove.,2,0.0,1.0,,,1001,large
