query_id,query,query_type,anchor,extracted_anchor,expected,answer_key,system,answer,factual_accuracy,hallucination_rate,locality_awareness,llm_judge_score,llm_judge_reason,context_chars,world_size
0,Strevon has declared war on a neighboring country. Which country may that be and why?,multi_hop,Strevon,Strevon,Korith,"The most likely target would be Korith. Strevon has a hostile relationship with Korith, making military escalation the expected outcome.",baseline,"Based on the provided data, Strevon is not explicitly mentioned as declaring war on any neighboring country in this list. However, if we assume that Strevon is one of the countries listed, then possible candidates for the country Strevon declared war on could be Feroth or Qundis, as they are listed as neighbors and have neutral relations with Halden, which Strevon contains according to the data. The reason for the declaration of war would not be explicitly stated in this data.",0,0.125,0.25,2.0,"While the AI response does provide potential candidates based on the given information, it fails to correctly identify Korith as the most likely target due to the hostile relationship mentioned in the Expected Answer.",120015,large
0,Strevon has declared war on a neighboring country. Which country may that be and why?,multi_hop,Strevon,Strevon,Korith,"The most likely target would be Korith. Strevon has a hostile relationship with Korith, making military escalation the expected outcome.",hgrag,"Strevon may have declared war on Korith, as they are listed as hostile neighbors in the context provided.",2,0.0,1.0,5.0,The AI correctly identified the country (Korith) involved in the scenario based on the provided information.,1832,large
1,What is the population of Cresthaven?,local_fact,Cresthaven,Cresthaven,277k,,baseline,The provided data does not contain information about the population of Cresthaven.,0,0.0,1.0,,,120015,large
1,What is the population of Cresthaven?,local_fact,Cresthaven,Cresthaven,277k,,hgrag,The population of Cresthaven is 277k.,2,0.0,1.0,,,1111,large
2,What country is Onyxford located in?,hierarchical,Onyxford,Onyxford,Kalden,,baseline,"Based on the provided data, there is no location named ""Onyxford"" in the given list.",0,0.0,1.0,,,120015,large
2,What country is Onyxford located in?,hierarchical,Onyxford,Onyxford,Kalden,,hgrag,Onyxford is located in Kalden.,2,0.0,1.0,,,1217,large
3,What planet is Yorkvale on?,hierarchical,Yorkvale,Yorkvale,Dravos,,baseline,"The provided text does not specify a planet for Yorkvale. It appears to be a collection of locations within a fantasy world, but no specific planet is mentioned.",0,0.0,1.0,,,120015,large
3,What planet is Yorkvale on?,hierarchical,Yorkvale,Yorkvale,Dravos,,hgrag,"Yorkvale is located in Bennis, which is a country on Dravos.",2,0.0,1.0,,,1435,large
4,Which cities does Xenmark have trade relations with?,neighborhood,Xenmark,Xenmark,"Fernfell, Moorcove",,baseline,"Based on the provided data, there is no city named ""Xenmark"" in the list. Therefore, I cannot determine which cities Xenmark has trade relations with.",0,0.333,1.0,,,120015,large
4,Which cities does Xenmark have trade relations with?,neighborhood,Xenmark,Xenmark,"Fernfell, Moorcove",,hgrag,Xenmark trades with Fernfell and Moorcove.,2,0.0,1.0,,,1001,large
5,Which cities share a border with Pinecove?,neighborhood,Pinecove,Pinecove,"Ashbay, Zorcove, Eastspire, Lochmoor",,baseline,"Based on the provided data, Pinecove does not appear to be listed in the text you've provided. Therefore, I cannot determine which cities share a border with Pinecove from the given information. If Pinecove is part of an additional dataset or if it has been misspelled, please provide the correct name for further assistance.",0,0.25,1.0,,,120015,large
5,Which cities share a border with Pinecove?,neighborhood,Pinecove,Pinecove,"Ashbay, Zorcove, Eastspire, Lochmoor",,hgrag,"Ashbay, Zorcove, and Eastspire.",2,0.0,1.0,,,1212,large
6,Which cities does Portmere have trade relations with?,neighborhood,Portmere,Portmere,Edgebay,,baseline,"Portmere has trade relations with Edgebay, as indicated by the ""trade_with"" relationship between Halden and Sandfield, where Halden contains Portmere. Edgebay is also listed as a city that Halden trades with, and it borders Portmere through Sandfield.",2,0.0,1.0,,,120015,large
6,Which cities does Portmere have trade relations with?,neighborhood,Portmere,Portmere,Edgebay,,hgrag,Portmere trades with Edgebay.,2,0.0,1.0,,,1245,large
7,What planet is Jornpeak on?,hierarchical,Jornpeak,Jornpeak,Umbriel,,baseline,"The provided text does not specify a planet for Jornpeak. It appears to be a location within a fantasy world, but no specific planet is mentioned.",0,0.0,1.0,,,120015,large
7,What planet is Jornpeak on?,hierarchical,Jornpeak,Jornpeak,Umbriel,,hgrag,Jornpeak is located in Umbriel (a planet).,2,0.0,1.0,,,1228,large
8,Which cities share a border with Xenmark?,neighborhood,Xenmark,Xenmark,"Fernford, Jornfell",,baseline,"Based on the provided data, there is no city named ""Xenmark"" in the list. Therefore, no city shares a border with Xenmark.",0,0.333,1.0,,,120015,large
8,Which cities share a border with Xenmark?,neighborhood,Xenmark,Xenmark,"Fernford, Jornfell",,hgrag,Fernford and Jornfell share a border with Xenmark.,2,0.0,1.0,,,1001,large
9,Which cities share a border with Oakwick?,neighborhood,Oakwick,Oakwick,"Thorndale, Xarbridge, Zorbridge, Grimford",,baseline,"Based on the provided data, Oakwick does not appear to be listed among the cities in this dataset. Therefore, I cannot determine which cities share a border with Oakwick from the given information.",0,0.333,1.0,,,120015,large
9,Which cities share a border with Oakwick?,neighborhood,Oakwick,Oakwick,"Thorndale, Xarbridge, Zorbridge, Grimford",,hgrag,"Xarbridge, Zorbridge, and Thorndale share a border with Oakwick.",2,0.0,1.0,,,1207,large
10,Which planet does the country Bennis belong to?,hierarchical,Bennis,Bennis,Dravos,,baseline,"The provided text does not mention any planets or countries named ""Bennis"". Therefore, I cannot determine which planet the country Bennis belongs to.",0,0.333,1.0,,,120015,large
10,Which planet does the country Bennis belong to?,hierarchical,Bennis,Bennis,Dravos,,hgrag,The country Bennis belongs to the planet Dravos.,2,0.0,1.0,,,1840,large
11,What does Ironfell export?,local_fact,Ironfell,Ironfell,"technology, pharmaceuticals",,baseline,"Based on the provided data, Ironfell is not explicitly mentioned in the list you've provided. Therefore, I can't determine what Ironfell exports without more specific information about its trade relations and resources.",0,0.333,1.0,,,120015,large
11,What does Ironfell export?,local_fact,Ironfell,Ironfell,"technology, pharmaceuticals",,hgrag,Ironfell exports technology and pharmaceuticals.,2,0.0,1.0,,,1087,large
12,What does Veldbay export?,local_fact,Veldbay,Veldbay,"timber, coal",,baseline,"Based on the provided data, there is no explicit information about what Veldbay exports. However, since Halden contains Veldbay and Halden trades with Morthal, it can be inferred that Veldbay might be one of the goods traded between Halden and Morthal. But without more specific details, it's impossible to definitively say what Veldbay exports.",0,0.182,0.333,,,120015,large
12,What does Veldbay export?,local_fact,Veldbay,Veldbay,"timber, coal",,hgrag,Veldbay exports timber and coal.,2,0.0,1.0,,,1093,large
13,Which cities does Bluehaven have trade relations with?,neighborhood,Bluehaven,Bluehaven,Jornford,,baseline,"Based on the provided data, there is no city named ""Bluehaven"" in the list. Therefore, I cannot determine which cities Bluehaven has trade relations with.",0,0.333,1.0,,,120015,large
13,Which cities does Bluehaven have trade relations with?,neighborhood,Bluehaven,Bluehaven,Jornford,,hgrag,Bluehaven has trade relations with Jornford.,2,0.0,1.0,,,1269,large
14,Trevak has declared war on a neighboring country. Which country may that be and why?,multi_hop,Trevak,Trevak,Braxis Feroth Qundis,"The most likely target would be Braxis, Feroth, Qundis. Trevak has a hostile relationship with them, making military escalation the expected outcome.",baseline,"Based on the provided data, Trevak does not appear to have declared war on any specific neighboring country in the given information. The list only shows trade relationships and geographical borders between different locations, but no mention of wars or conflicts is made.",0,0.0,1.0,1.0,"The AI response did not provide any entities that match the expected answer, and it incorrectly concluded that there was no declaration of war when in fact no such information was provided to begin with.",120015,large
14,Trevak has declared war on a neighboring country. Which country may that be and why?,multi_hop,Trevak,Trevak,Braxis Feroth Qundis,"The most likely target would be Braxis, Feroth, Qundis. Trevak has a hostile relationship with them, making military escalation the expected outcome.",hgrag,"Trevak is hostile towards Qundis, Feroth, and Braxis in the context provided. Since Trevak shares a lower stability rating with Qundis and Feroth compared to Braxis, it's more likely that Trevak has declared war on either Qundis or Feroth due to potential conflicts arising from their low stability ratings.",2,0.091,1.0,4.0,"The AI correctly identifies the countries (Qundis, Feroth, Braxis) that Trevak may have a hostile relationship with, but it incorrectly assumes that the lower stability rating is the primary reason for potential conflicts. In reality, the declaration of war could be due to various factors, not just stability ratings.",1813,large
15,Which planet does the country Kalden belong to?,hierarchical,Kalden,Kalden,Umbriel,,baseline,"The provided text does not mention any planets or countries named ""Kalden"". Therefore, I cannot determine which planet the country Kalden belongs to based on the information given.",0,0.333,1.0,,,120015,large
15,Which planet does the country Kalden belong to?,hierarchical,Kalden,Kalden,Umbriel,,hgrag,The country Kalden belongs to Umbriel.,2,0.0,1.0,,,1820,large
16,Crestwatch is experiencing a labor strike that halts the export of chemicals and technology. Which cities are affected by this and why?,multi_hop,Crestwatch,Crestwatch,Yorkdale,The cities affected are Yorkdale. They rely on Crestwatch for imported goods: Yorkdale (imports chemicals from Crestwatch). The labor strike halting exports of chemicals and technology directly disrupts their supply.,baseline,"The labor strike at Crestwatch affects several cities due to the halt in the export of chemicals and technology. Here's a list of cities potentially impacted, along with reasons for their potential connection:

1. Amberkeep - Since Amberkeep trades with Pinecross (which borders Crestwatch), any disruption in exports from Crestwatch could affect Amberkeep's supply of chemicals and technology.

2. Runehold - Similar to Amberkeep, Runehold also trades with Pinecross, making it potentially affected by the labor strike at Crestwatch.

3. Lakevale - As Lakevale trades with Sandwood (which borders Crestwatch), any disruption in exports from Crestwatch could impact Lakevale's supply of chemicals and technology.

4. Irongate - Since Irongate trades with Sandwood, it may also experience a shortage of chemicals and technology due to the labor strike at Crestwatch.

5. Holtcliff -",0,0.125,0.125,3.0,"Some correct entities are present, some wrong reasoning as it lists multiple cities potentially affected instead of explicitly stating Yorkdale (which is the city that imports chemicals from Crestwatch).",120015,large
16,Crestwatch is experiencing a labor strike that halts the export of chemicals and technology. Which cities are affected by this and why?,multi_hop,Crestwatch,Crestwatch,Yorkdale,The cities affected are Yorkdale. They rely on Crestwatch for imported goods: Yorkdale (imports chemicals from Crestwatch). The labor strike halting exports of chemicals and technology directly disrupts their supply.,hgrag,"Ferndale, Yorkdale, and potentially other neighboring cities like Xenbridge, Crestwatch, and Veldhaven could be affected due to their trade relations with Crestwatch. The labor strike in Crestwatch halts the export of chemicals and technology, which are goods that Crestwatch exports to these cities.",2,0.0,1.0,3.0,"While some correct entities are present (Yorkdale), there are also incorrect entities (Ferndale, Xenbridge, Veldhaven, Crestwatch). The reasoning is sound in terms of trade relations and the labor strike's impact on exports, but it mistakenly includes Crestwatch as a city that could be affected.",1229,large
17,What is the stability level of Veldbay?,local_fact,Veldbay,Veldbay,Unstable,,baseline,"Based on the provided data, there is no information about the stability level of Veldbay as it does not appear in the list. The given data only includes locations from the fictional world of Westeros in George R.R. Martin's ""A Song of Ice and Fire"" series.",0,0.857,1.0,,,120015,large
