query_id,query,query_type,anchor,extracted_anchor,expected,answer_key,system,answer,factual_accuracy,hallucination_rate,locality_awareness,llm_judge_score,llm_judge_reason,context_chars,world_size
0,Yoremoor has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Yoremoor,Yoremoor,Lochridge Onyxhaven,"The cities that would take an economic hit are Lochridge, Onyxhaven. They supply goods to Yoremoor: Lochridge (exports grain to Yoremoor); Onyxhaven (exports silk to Yoremoor). With Yoremoor halting all imports, these trade partners lose a key market.",baseline,"Cities that would take an economic hit from Yoremoor halting its imports are Lochridge, Jadewick, Onyxwood, and Eastspire. These cities trade with Yoremoor and rely on its exports of technology and fuel.",1,0.25,1.0,2.0,"The AI response includes incorrect entities (Jadewick, Onyxwood, Eastspire) that are not mentioned as trading partners with Yoremoor in the scenario.",5188,small
0,Yoremoor has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Yoremoor,Yoremoor,Lochridge Onyxhaven,"The cities that would take an economic hit are Lochridge, Onyxhaven. They supply goods to Yoremoor: Lochridge (exports grain to Yoremoor); Onyxhaven (exports silk to Yoremoor). With Yoremoor halting all imports, these trade partners lose a key market.",hgrag,"Onyxwood, Lochridge, and Eastspire would take an economic hit from Yoremoor's decision to halt imports as they trade with Yoremoor.",1,0.0,1.0,3.0,"Only two of the cities (Lochridge and Onyxhaven) mentioned in the Expected Answer are present in the AI Response, but one city (Onyxwood) is incorrectly named instead of Onyxhaven. The reasoning approach is valid.",1708,small
1,Veldkeep has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Veldkeep,Veldkeep,Yorkridge Veldhaven,"The cities that would take an economic hit are Yorkridge, Veldhaven. They supply goods to Veldkeep: Yorkridge (exports oil to Veldkeep); Veldhaven (exports fuel to Veldkeep). With Veldkeep halting all imports, these trade partners lose a key market.",baseline,"Nethholm, Oakcliff, Yorkridge, Umbreholm, Veldhaven, Yorewood, Lochfield, and Oakridge will take an economic hit from Veldkeep halting imports due to their trade relationships.",2,0.0,1.0,3.0,"While some of the cities mentioned (Yorkridge, Veldhaven) are correct, there are also incorrect cities listed (Nethholm, Oakcliff, Umbreholm, Yorewood, Lochfield, and Oakridge). The reasoning is sound in terms of trade relationships but the specific entities named are not all accurate.",5188,small
1,Veldkeep has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Veldkeep,Veldkeep,Yorkridge Veldhaven,"The cities that would take an economic hit are Yorkridge, Veldhaven. They supply goods to Veldkeep: Yorkridge (exports oil to Veldkeep); Veldhaven (exports fuel to Veldkeep). With Veldkeep halting all imports, these trade partners lose a key market.",hgrag,"Umbreholm, Yorewood, Yorkridge, and Veldhaven would take an economic hit from Veldkeep's decision to halt imports. These cities trade with Veldkeep and import goods such as chemicals, oil, fuel, textiles, and machinery from it.",2,0.143,1.0,1.0,"The AI response does not correctly identify the cities that would take an economic hit in this scenario. It incorrectly lists Umbreholm and Yorewood, which are not mentioned in the expected answer as trading partners with Veldkeep. Only Yorkridge and Veldhaven are explicitly stated to supply goods to Veldkeep.",1584,small
2,What planet is Jadewick on?,hierarchical,Jadewick,Jadewick,Celenis,,baseline,Jadewick is on the planet Celenis.,2,0.0,1.0,,,5188,small
2,What planet is Jadewick on?,hierarchical,Jadewick,Jadewick,Celenis,,hgrag,Jadewick is located in the planet Celenis.,2,0.0,1.0,,,1160,small
3,What is the population of Lochmoor?,local_fact,Lochmoor,Lochmoor,281k,,baseline,"The population of Lochmoor is 281,000.",0,0.0,1.0,,,5188,small
3,What is the population of Lochmoor?,local_fact,Lochmoor,Lochmoor,281k,,hgrag,The population of Lochmoor is 281k.,2,0.0,1.0,,,950,small
4,What planet is Nethholm on?,hierarchical,Nethholm,Nethholm,Vortan,,baseline,Nethholm is on the planet Vortan.,2,0.0,1.0,,,5188,small
4,What planet is Nethholm on?,hierarchical,Nethholm,Nethholm,Vortan,,hgrag,Nethholm is located in Vortan (a planet).,2,0.0,1.0,,,1159,small
5,Which cities does Veldhaven have trade relations with?,neighborhood,Veldhaven,Veldhaven,"Veldkeep, Umbreholm",,baseline,"Veldhaven trades with Nethholm, Veldkeep, Umbreholm, and Yorewood.",2,0.0,1.0,,,5188,small
5,Which cities does Veldhaven have trade relations with?,neighborhood,Veldhaven,Veldhaven,"Veldkeep, Umbreholm",,hgrag,Veldhaven has trade relations with Umbreholm and Veldkeep.,2,0.0,1.0,,,1155,small
6,What does Umbreholm export?,local_fact,Umbreholm,Umbreholm,"medicine, fish",,baseline,Umbreholm exports medicine and fish.,2,0.0,1.0,,,5188,small
6,What does Umbreholm export?,local_fact,Umbreholm,Umbreholm,"medicine, fish",,hgrag,Umbreholm exports medicine and fish.,2,0.0,1.0,,,1632,small
7,What is the population of Umbreholm?,local_fact,Umbreholm,Umbreholm,358k,,baseline,"The population of Umbreholm is 358,000.",0,0.0,1.0,,,5188,small
7,What is the population of Umbreholm?,local_fact,Umbreholm,Umbreholm,358k,,hgrag,The population of Umbreholm is 358k.,2,0.0,1.0,,,1632,small
8,What country is Oakcliff located in?,hierarchical,Oakcliff,Oakcliff,Barnes,,baseline,Oakcliff is located in Barnes.,2,0.0,1.0,,,5188,small
8,What country is Oakcliff located in?,hierarchical,Oakcliff,Oakcliff,Barnes,,hgrag,Oakcliff is located in Barnes.,2,0.0,1.0,,,945,small
9,What is the population of Nethholm?,local_fact,Nethholm,Nethholm,42k,,baseline,"The population of Nethholm is 42,000.",0,0.0,1.0,,,5188,small
9,What is the population of Nethholm?,local_fact,Nethholm,Nethholm,42k,,hgrag,The population of Nethholm is 42k.,2,0.0,1.0,,,1159,small
10,Which cities share a border with Veldhaven?,neighborhood,Veldhaven,Veldhaven,"Lochfield, Oakridge",,baseline,Nethholm and Lochfield are the cities that share a border with Veldhaven.,1,0.0,1.0,,,5188,small
10,Which cities share a border with Veldhaven?,neighborhood,Veldhaven,Veldhaven,"Lochfield, Oakridge",,hgrag,Lochfield and Oakridge share a border with Veldhaven.,2,0.0,1.0,,,1155,small
11,What does Lochmoor export?,local_fact,Lochmoor,Lochmoor,"electronics, pottery",,baseline,Lochmoor exports electronics and pottery.,2,0.0,1.0,,,5188,small
11,What does Lochmoor export?,local_fact,Lochmoor,Lochmoor,"electronics, pottery",,hgrag,Lochmoor exports electronics and pottery.,2,0.0,1.0,,,950,small
12,Yoremoor is experiencing a labor strike that halts the export of technology and fuel. Which cities are affected by this and why?,multi_hop,Yoremoor,Yoremoor,Lochmoor Lochridge Onyxhaven Zealkeep Eastspire,"The cities affected are Lochmoor, Lochridge, Onyxhaven, Zealkeep, Eastspire. They rely on Yoremoor for imported goods: Lochmoor (imports fuel from Yoremoor); Lochridge (imports fuel from Yoremoor); Onyxhaven (imports technology from Yoremoor); Zealkeep (imports fuel from Yoremoor); Eastspire (imports fuel from Yoremoor). The labor strike halting exports of technology and fuel directly disrupts their supply.",baseline,"The labor strike in Yoremoor affects Yorewood, Lochridge, and Zealkeep as they trade with Yoremoor for technology and fuel. The halt in exports from Yoremoor will disrupt their supply chains.",1,0.0,0.75,3.0,"While the cities affected are not all correct, the reasoning approach is valid. The AI response identifies that cities trading with Yoremoor for technology and fuel would be affected by a labor strike halting exports, which aligns with the expected answer's reasoning. However, the actual cities listed in the AI response (Yorewood, L",5188,small
12,Yoremoor is experiencing a labor strike that halts the export of technology and fuel. Which cities are affected by this and why?,multi_hop,Yoremoor,Yoremoor,Lochmoor Lochridge Onyxhaven Zealkeep Eastspire,"The cities affected are Lochmoor, Lochridge, Onyxhaven, Zealkeep, Eastspire. They rely on Yoremoor for imported goods: Lochmoor (imports fuel from Yoremoor); Lochridge (imports fuel from Yoremoor); Onyxhaven (imports technology from Yoremoor); Zealkeep (imports fuel from Yoremoor); Eastspire (imports fuel from Yoremoor). The labor strike halting exports of technology and fuel directly disrupts their supply.",hgrag,"Onyxhaven, Lochridge, and Zealkeep are affected by the labor strike in Yoremoor because they trade with Yoremoor for technology and fuel.",1,0.0,1.0,5.0,The AI correctly identified all the cities mentioned in the Expected Answer and provided a valid reasoning for their involvement.,1708,small
13,Which planet does the country Venthai belong to?,hierarchical,Venthai,Venthai,Celenis,,baseline,The country Venthai belongs to the planet Vortan.,0,0.0,0.5,,,5188,small
13,Which planet does the country Venthai belong to?,hierarchical,Venthai,Venthai,Celenis,,hgrag,The country Venthai belongs to the planet Celenis.,2,0.0,1.0,,,598,small
