query_id,query,query_type,anchor,extracted_anchor,expected,answer_key,system,answer,factual_accuracy,hallucination_rate,locality_awareness,llm_judge_score,llm_judge_reason,context_chars,world_size
0,What planet is Ferndale on?,hierarchical,Ferndale,Ferndale,Vortan,,baseline,Not found in context.,0,0.0,1.0,,,2121,medium
0,What planet is Ferndale on?,hierarchical,Ferndale,Ferndale,Vortan,,hgrag,Ferndale is located in Vortan (a planet).,2,0.0,1.0,,,1441,medium
1,What is the population of Wrencove?,local_fact,Wrencove,Wrencove,317k,,baseline,Not found in context.,0,0.0,1.0,,,1984,medium
1,What is the population of Wrencove?,local_fact,Wrencove,Wrencove,317k,,hgrag,The population of Wrencove is 317k.,2,0.0,1.0,,,1257,medium
2,What does Ironhold export?,local_fact,Ironhold,Ironhold,"chemicals, timber",,baseline,Not found in context.,0,0.0,1.0,,,1842,medium
2,What does Ironhold export?,local_fact,Ironhold,Ironhold,"chemicals, timber",,hgrag,Ironhold exports chemicals and timber.,2,0.0,1.0,,,1273,medium
3,Rockgrove is experiencing a labor strike that halts the export of coal and grain. Which cities are affected by this and why?,multi_hop,Rockgrove,Rockgrove,Kraymere Zealcross Firemark,"The cities affected are Kraymere, Zealcross, Firemark. They rely on Rockgrove for imported goods: Kraymere (imports grain from Rockgrove); Zealcross (imports coal from Rockgrove); Firemark (imports grain from Rockgrove). The labor strike halting exports of coal and grain directly disrupts their supply.",baseline,"Rockgrove exports coal and grain to Zealcross, Rockgrove, and Firemark. If Rockgrove's labor strike halts the export of these goods, then those cities will be affected because they import coal and/or grain from Rockgrove.",1,0.0,1.0,5.0,"The AI correctly identified the cities (Zealcross and Firemark) that are affected by the labor strike in Rockgrove, as they import coal and grain from Rockgrove.",2296,medium
3,Rockgrove is experiencing a labor strike that halts the export of coal and grain. Which cities are affected by this and why?,multi_hop,Rockgrove,Rockgrove,Kraymere Zealcross Firemark,"The cities affected are Kraymere, Zealcross, Firemark. They rely on Rockgrove for imported goods: Kraymere (imports grain from Rockgrove); Zealcross (imports coal from Rockgrove); Firemark (imports grain from Rockgrove). The labor strike halting exports of coal and grain directly disrupts their supply.",hgrag,"The cities affected by the labor strike in Rockgrove are Zealcross, Firemark, and potentially Pinevale (if they import grain from Rockgrove). This is because Rockgrove trades coal with both Zealcross and Firemark, and it exports grain to Zealcross, Pinevale, and possibly imports grain as well.",1,0.0,1.0,4.0,"The AI correctly identifies two of the cities (Zealcross and Firemark) that are affected by the labor strike in Rockgrove due to their reliance on imported goods from Rockgrove. However, it incorrectly suggests Pinevale as a potential third city without explicit evidence provided in the question that Pinevale imports",1438,medium
4,Which cities share a border with Oakcliff?,neighborhood,Oakcliff,Oakcliff,"Nethholm, Veldkeep, Edgecross",,baseline,Oakcliff shares a border with Veldkeep and Edgecross.,1,0.0,1.0,,,2225,medium
4,Which cities share a border with Oakcliff?,neighborhood,Oakcliff,Oakcliff,"Nethholm, Veldkeep, Edgecross",,hgrag,Oakcliff shares a border with Veldkeep and Edgecross.,1,0.0,1.0,,,933,medium
5,What country is Ferndale located in?,hierarchical,Ferndale,Ferndale,Barnes,,baseline,Not found in context.,0,0.0,1.0,,,2489,medium
5,What country is Ferndale located in?,hierarchical,Ferndale,Ferndale,Barnes,,hgrag,Ferndale is located in Barnes.,2,0.0,1.0,,,1441,medium
6,Which cities share a border with Portford?,neighborhood,Portford,Portford,"Fernpeak, Zealcliff, Rockhold",,baseline,Not found in context.,0,0.0,1.0,,,2225,medium
6,Which cities share a border with Portford?,neighborhood,Portford,Portford,"Fernpeak, Zealcliff, Rockhold",,hgrag,"Fernpeak, Zealcliff, and Rockhold share a border with Portford.",2,0.0,1.0,,,1449,medium
7,What planet is Veldhaven on?,hierarchical,Veldhaven,Veldhaven,Vortan,,baseline,Veldhaven is not specified to be on any particular planet in the provided context.,0,0.0,1.0,,,2121,medium
7,What planet is Veldhaven on?,hierarchical,Veldhaven,Veldhaven,Vortan,,hgrag,Veldhaven is located in Vortan (a planet).,2,0.0,1.0,,,1454,medium
8,What is the population of Ironhold?,local_fact,Ironhold,Ironhold,496k,,baseline,Not found in context.,0,0.0,1.0,,,1984,medium
8,What is the population of Ironhold?,local_fact,Ironhold,Ironhold,496k,,hgrag,The population of Ironhold is 496k.,2,0.0,1.0,,,1273,medium
9,Which cities does Thorngrove have trade relations with?,neighborhood,Thorngrove,Thorngrove,Keldwatch,,baseline,Not found in context.,0,0.0,1.0,,,2534,medium
9,Which cities does Thorngrove have trade relations with?,neighborhood,Thorngrove,Thorngrove,Keldwatch,,hgrag,Thorngrove has trade relations with Keldwatch.,2,0.0,1.0,,,1251,medium
10,What is the population of Crestwatch?,local_fact,Crestwatch,Crestwatch,480k,,baseline,Not found in context.,0,0.0,1.0,,,1984,medium
10,What is the population of Crestwatch?,local_fact,Crestwatch,Crestwatch,480k,,hgrag,The population of Crestwatch is 480k.,2,0.0,1.0,,,1438,medium
11,Which cities share a border with Jadehaven?,neighborhood,Jadehaven,Jadehaven,"Thornpeak, Duskport, Edgeport, Isledale",,baseline,"Duskport and Oakfield. (Based on the provided context, these are the only two cities that border Jadehaven.)",0,0.0,1.0,,,2225,medium
11,Which cities share a border with Jadehaven?,neighborhood,Jadehaven,Jadehaven,"Thornpeak, Duskport, Edgeport, Isledale",,hgrag,"Jadehaven shares a border with Thornpeak, Duskport, Edgeport, and Isledale.",2,0.0,1.0,,,1509,medium
12,Which cities does Quencross have trade relations with?,neighborhood,Quencross,Quencross,"Lakecove, Coldstead, Nordholm",,baseline,Not found in context.,0,0.0,1.0,,,2534,medium
12,Which cities does Quencross have trade relations with?,neighborhood,Quencross,Quencross,"Lakecove, Coldstead, Nordholm",,hgrag,"Quencross trades with Lakecove, Coldstead, and Nordholm.",2,0.0,1.0,,,1442,medium
13,Which cities share a border with Lakebridge?,neighborhood,Lakebridge,Lakebridge,"Lochport, Yoreridge",,baseline,Lochport and Grimvale.,1,0.0,1.0,,,2225,medium
13,Which cities share a border with Lakebridge?,neighborhood,Lakebridge,Lakebridge,"Lochport, Yoreridge",,hgrag,Lakebridge shares a border with Yoreridge and Lochport.,2,0.0,1.0,,,1248,medium
14,Moormark has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Moormark,Moormark,Coldmark Glenridge,"The cities that would take an economic hit are Coldmark, Glenridge. They supply goods to Moormark: Coldmark (exports machinery to Moormark); Glenridge (exports pharmaceuticals to Moormark). With Moormark halting all imports, these trade partners lose a key market.",baseline,"Cities that would take an economic hit from Moormark halting imports are Nethholm, Veldvale, Pinefell, Crestridge, Highgate, Edgeport, Quenpeak, Oakgate, and Thornridge as they all trade with Moormark.",0,0.083,0.3,1.0,"The AI response does not match the expected answer, and there is no valid reasoning provided to support the listed cities.",2501,medium
14,Moormark has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Moormark,Moormark,Coldmark Glenridge,"The cities that would take an economic hit are Coldmark, Glenridge. They supply goods to Moormark: Coldmark (exports machinery to Moormark); Glenridge (exports pharmaceuticals to Moormark). With Moormark halting all imports, these trade partners lose a key market.",hgrag,"Coldmark, Glenridge, and Amberhold would take an economic hit from Moormark halting its imports since they trade with Moormark. Lochspire might also be affected indirectly due to the border connection with Moormark and Lochspire trading with Coldmark. However, Zealholm is not directly impacted as it only borders Moormark but does not trade with it. Jademere is not affected since it doesn't import any goods or trade with Moormark.",2,0.071,1.0,3.0,"While the reasoning about Lochspire and indirect effects is plausible, only Coldmark and Glenridge are explicitly mentioned as trading partners of Moormark in the question, so those are the only cities that can be definitively said to take an economic hit. The other cities mentioned (Amberhold, Zealholm, Jademere",1599,medium
